id,userid,courseid,component,action,objectid,timecreated,_week
13491,1017,3,mod_quiz,attempt,2,1711640352,8
13492,1017,2,mod_url,view,30,1711451091,8
13493,1017,4,mod_lesson,view,53,1711488341,8
13494,1017,10,mod_assign,submit,13,1711613585,8
13495,1017,6,mod_lesson,view,78,1711445428,8
13496,1017,4,mod_assign,submit,25,1711640155,8
13497,1017,7,mod_quiz,attempt,4,1711760867,8
13498,1017,10,mod_folder,view,138,1711691668,8
13499,1017,2,mod_assign,submit,9,1711576692,8
13500,1017,7,mod_url,view,99,1711577240,8
13501,1039,10,mod_assign,submit,28,1711732786,8
13502,1039,7,mod_quiz,attempt,4,1711885131,8
13503,1039,2,mod_lesson,view,17,1711569862,8
13504,1039,7,mod_assign,submit,19,1711544467,8
13505,1039,4,mod_quiz,attempt,10,1711522532,8
13506,1039,5,mod_bigbluebuttonbn,view,66,1711755228,8
13507,1039,11,mod_quiz,attempt,6,1711936649,8
13508,1039,8,mod_assign,submit,12,1711907261,8
13509,1039,8,mod_folder,view,120,1711888234,8
13510,1039,8,mod_resource,view,115,1711834012,8
13511,1039,13,mod_assign,submit,22,1711527528,8
13512,1039,15,mod_quiz,attempt,8,1711631238,8
13513,1039,9,mod_page,view,123,1711737710,8
13514,1039,8,mod_assign,submit,27,1711582263,8
13515,1043,10,mod_resource,view,139,1711441853,8
13516,1043,1,mod_quiz,attempt,1,1711987067,8
13517,1043,10,mod_bigbluebuttonbn,view,150,1711773412,8
13518,1043,11,mod_assign,submit,6,1711996115,8
13519,1043,11,mod_bigbluebuttonbn,view,158,1711662605,8
13520,1043,4,mod_resource,view,56,1711561038,8
13521,1043,7,mod_lesson,view,93,1711546276,8
13522,1043,2,mod_url,view,21,1711440028,8
13523,1051,7,mod_folder,view,96,1711907485,8
13524,1051,10,mod_url,view,146,1711560362,8
13525,1051,5,mod_resource,view,68,1711918047,8
13526,1051,6,mod_page,view,85,1711846244,8
13527,1051,11,mod_page,view,160,1711532327,8
13528,1051,10,mod_quiz,attempt,13,1711628950,8
13529,1051,8,mod_assign,submit,27,1711776524,8
13530,1051,14,mod_resource,view,200,1711853129,8
13531,1051,11,mod_page,view,162,1711840636,8
13532,1051,5,mod_assign,submit,18,1711768984,8
13533,1051,1,mod_assign,submit,1,1711808989,8
13534,1051,1,mod_folder,view,6,1711934991,8
13535,1051,3,mod_book,view,44,1711461594,8
13536,1051,1,mod_url,view,14,1711452728,8
13537,1051,9,mod_page,view,123,1711777510,8
13538,1051,3,mod_quiz,attempt,2,1711689470,8
13539,1051,2,mod_url,view,21,1711573037,8
13540,1051,14,mod_quiz,attempt,15,1711936061,8
13541,1051,9,mod_book,view,132,1711851416,8
13542,1051,14,mod_book,view,203,1711824724,8
13543,1051,6,mod_page,view,85,1711813874,8
13544,1051,9,mod_book,view,134,1711952751,8
13545,1051,9,mod_book,view,127,1711792941,8
13546,1051,2,mod_lesson,view,17,1711808895,8
13547,1051,6,mod_book,view,83,1711391140,8
13548,1051,11,mod_resource,view,151,1711769373,8
13549,1051,11,mod_page,view,160,1711837645,8
13550,1051,8,mod_folder,view,120,1711476804,8
13551,1051,9,mod_lesson,view,121,1711757677,8
13552,1051,7,mod_url,view,104,1711667213,8
13553,1062,6,mod_book,view,89,1711824233,8
13554,1062,5,mod_bigbluebuttonbn,view,74,1711437778,8
13555,1062,2,mod_lesson,view,23,1711436756,8
13556,1062,9,mod_book,view,134,1711780776,8
13557,1062,8,mod_lesson,view,114,1711531461,8
13558,1062,9,mod_lesson,view,130,1711486001,8
13559,1062,9,mod_lesson,view,131,1711663682,8
13560,1062,10,mod_url,view,140,1711430253,8
13561,1068,8,mod_quiz,attempt,12,1711791507,8
13562,1068,10,mod_bigbluebuttonbn,view,150,1711673838,8
13563,1083,14,mod_resource,view,200,1711535127,8
13564,1083,9,mod_page,view,123,1711543989,8
13565,1086,4,mod_book,view,50,1711621345,8
13566,1086,13,mod_url,view,185,1711834770,8
13567,1086,3,mod_page,view,40,1711662140,8
13568,1086,13,mod_quiz,attempt,7,1711429423,8
13569,1086,1,mod_book,view,7,1711614120,8
13570,1086,1,mod_folder,view,6,1711694877,8
13571,1086,4,mod_quiz,attempt,10,1711768095,8
13572,1086,4,mod_page,view,60,1711851148,8
13573,1087,3,mod_book,view,44,1711606399,8
13574,1087,9,mod_assign,submit,20,1711880135,8
13575,1087,12,mod_resource,view,167,1711829484,8
13576,1087,7,mod_quiz,attempt,4,1711957184,8
13577,1088,5,mod_page,view,71,1711472372,8
13578,1088,11,mod_quiz,attempt,6,1711471858,8
13579,1088,12,mod_bigbluebuttonbn,view,171,1711609085,8
13580,1088,10,mod_quiz,attempt,13,1711635230,8
13581,1088,5,mod_book,view,62,1711912498,8
13582,1088,11,mod_resource,view,151,1711752869,8
13583,1088,7,mod_resource,view,102,1711852576,8
13584,1088,5,mod_book,view,62,1711669166,8
13585,1088,3,mod_book,view,44,1711880132,8
13586,1092,12,mod_bigbluebuttonbn,view,172,1711486318,8
13587,1092,1,mod_lesson,view,8,1711428739,8
13588,1092,2,mod_quiz,attempt,9,1711943118,8
13589,1092,6,mod_bigbluebuttonbn,view,82,1711408561,8
13590,1092,2,mod_assign,submit,24,1712018282,8
13591,1092,6,mod_resource,view,84,1711663065,8
13592,1092,11,mod_resource,view,155,1711950958,8
13593,1092,4,mod_book,view,50,1711724613,8
13594,1092,4,mod_book,view,50,1711606053,8
13595,1092,9,mod_book,view,134,1711476869,8
13596,1092,11,mod_resource,view,164,1711687998,8
13597,1092,4,mod_quiz,attempt,10,1711983734,8
13598,1092,15,mod_lesson,view,213,1711612840,8
13599,1092,9,mod_book,view,134,1711534080,8
13600,1092,4,mod_lesson,view,55,1711904623,8
13601,1092,11,mod_resource,view,156,1711860799,8
13602,1134,1,mod_url,view,14,1711807893,8
13603,1134,9,mod_quiz,attempt,5,1711509604,8
13604,1134,9,mod_quiz,attempt,5,1711811884,8
13605,1144,11,mod_page,view,161,1711447598,8
13606,1144,8,mod_resource,view,113,1711939803,8
13607,1144,5,mod_assign,submit,3,1711657332,8
13608,1144,6,mod_book,view,79,1711554156,8
13609,1144,3,mod_url,view,37,1711494963,8
13610,1144,5,mod_quiz,attempt,3,1711436848,8
13611,1166,8,mod_book,view,106,1711724907,8
13612,1166,14,mod_book,view,203,1711870614,8
13613,1166,6,mod_book,view,77,1711956286,8
13614,1166,6,mod_bigbluebuttonbn,view,82,1711418010,8
13615,1166,2,mod_lesson,view,17,1711940751,8
13616,1166,9,mod_book,view,129,1711931583,8
13617,1166,8,mod_book,view,106,1711847012,8
13618,1166,6,mod_lesson,view,78,1711805567,8
13619,1169,5,mod_bigbluebuttonbn,view,65,1711808736,8
13620,1169,3,mod_assign,submit,2,1711857904,8
13621,1169,14,mod_url,view,201,1711793217,8
13622,1169,5,mod_assign,submit,3,1711439536,8
13623,1169,8,mod_quiz,attempt,12,1711403898,8
13624,1169,2,mod_assign,submit,9,1711390287,8
13625,1169,7,mod_lesson,view,93,1711468602,8
13626,1169,11,mod_quiz,attempt,6,1711453989,8
13627,1169,8,mod_bigbluebuttonbn,view,110,1711958084,8
13628,1169,1,mod_url,view,15,1711687359,8
13629,1169,9,mod_book,view,129,1711662824,8
13630,1169,13,mod_assign,submit,7,1711520999,8
13631,1169,14,mod_book,view,203,1711834768,8
13632,1190,15,mod_lesson,view,224,1711821321,8
13633,1190,2,mod_quiz,attempt,9,1711915649,8
13634,1190,9,mod_page,view,123,1711537163,8
13635,1190,4,mod_resource,view,56,1711534694,8
13636,1190,5,mod_quiz,attempt,3,1711500978,8
13637,1190,15,mod_folder,view,220,1711493653,8
13638,1190,7,mod_resource,view,92,1711596758,8
13639,1190,1,mod_lesson,view,11,1711805833,8
13640,1190,7,mod_url,view,99,1711990085,8
13641,1190,2,mod_resource,view,25,1711829719,8
13642,1190,7,mod_bigbluebuttonbn,view,98,1711603046,8
13643,1190,3,mod_url,view,41,1711974323,8
13644,1190,12,mod_url,view,168,1711837469,8
13645,1190,7,mod_folder,view,96,1711985114,8
13646,1190,6,mod_page,view,85,1711713498,8
13647,1194,6,mod_book,view,79,1711935010,8
13648,1200,5,mod_book,view,62,1711451160,8
13649,1200,15,mod_resource,view,223,1711635563,8
13650,1207,5,mod_bigbluebuttonbn,view,66,1711577177,8
13651,1207,4,mod_bigbluebuttonbn,view,48,1711682412,8
13652,1207,5,mod_page,view,71,1711869450,8
13653,1207,2,mod_resource,view,25,1711519391,8
13654,1207,15,mod_assign,submit,8,1711426654,8
13655,1207,7,mod_assign,submit,19,1711810579,8
13656,1207,12,mod_resource,view,177,1711514017,8
13657,1207,11,mod_page,view,160,1711734175,8
13658,1207,6,mod_page,view,81,1711776201,8
13659,1207,8,mod_lesson,view,114,1711814287,8
13660,1207,2,mod_page,view,16,1711804007,8
13661,1207,7,mod_assign,submit,19,1711619293,8
13662,1207,1,mod_bigbluebuttonbn,view,13,1711816301,8
13663,1207,1,mod_book,view,7,1711965413,8
13664,1207,10,mod_lesson,view,148,1711784591,8
13665,1207,11,mod_page,view,161,1711480016,8
13666,1207,6,mod_book,view,77,1711469955,8
13667,1207,1,mod_url,view,2,1711665356,8
13668,1207,10,mod_folder,view,138,1711964890,8
13669,1207,11,mod_url,view,154,1711960205,8
13670,1212,13,mod_url,view,185,1711665142,8
13671,1212,1,mod_lesson,view,11,1711817693,8
13672,1212,4,mod_page,view,57,1711800857,8
13673,1212,13,mod_page,view,194,1711499672,8
13674,1212,5,mod_assign,submit,3,1711897908,8
13675,1212,6,mod_page,view,85,1711496708,8
13676,1212,10,mod_lesson,view,136,1711621295,8
13677,1212,5,mod_page,view,71,1711600758,8
13678,1212,8,mod_resource,view,113,1711770481,8
13679,1212,9,mod_page,view,123,1711968985,8
13680,1212,4,mod_page,view,57,1711433877,8
13681,1212,12,mod_url,view,168,1711998991,8
13682,1212,2,mod_quiz,attempt,9,1711978396,8
13683,1238,13,mod_quiz,attempt,7,1711806047,8
13684,1238,1,mod_url,view,15,1711849059,8
13685,1238,1,mod_url,view,2,1711422171,8
13686,1238,15,mod_resource,view,211,1711383142,8
13687,1238,15,mod_resource,view,223,1711688154,8
13688,1238,12,mod_assign,submit,14,1711527531,8
13689,1238,1,mod_page,view,3,1711523166,8
13690,1238,15,mod_quiz,attempt,8,1711672686,8
13691,1238,2,mod_quiz,attempt,9,1711882975,8
13692,1238,12,mod_url,view,168,1711645584,8
13693,1238,11,mod_page,view,161,1711979169,8
13694,1250,11,mod_url,view,154,1711926962,8
13695,1250,11,mod_resource,view,165,1711854285,8
13696,1250,12,mod_resource,view,167,1712000013,8
13697,1250,7,mod_bigbluebuttonbn,view,98,1711812660,8
13698,1250,14,mod_url,view,201,1711894495,8
13699,1257,6,mod_assign,submit,11,1711608996,8
13700,1257,15,mod_assign,submit,8,1711698625,8
13701,1257,10,mod_quiz,attempt,13,1711500589,8
13702,1257,5,mod_assign,submit,3,1711733215,8
13703,1257,4,mod_resource,view,56,1711757428,8
13704,1257,12,mod_quiz,attempt,14,1711855190,8
13705,1257,7,mod_bigbluebuttonbn,view,98,1711585634,8
13706,1257,6,mod_resource,view,87,1711627116,8
13707,1257,3,mod_book,view,36,1711546921,8
13708,1257,2,mod_assign,submit,24,1711674117,8
13709,1257,2,mod_resource,view,20,1711919351,8
13710,1257,2,mod_page,view,16,1711600516,8
13711,1266,14,mod_book,view,203,1711819298,8
13712,1266,6,mod_book,view,90,1711433576,8
13713,1266,11,mod_resource,view,151,1711463823,8
13714,1266,2,mod_assign,submit,9,1711806586,8
13715,1266,4,mod_book,view,50,1711509744,8
13716,1266,7,mod_bigbluebuttonbn,view,97,1711396368,8
13717,1266,6,mod_book,view,77,1711589676,8
13718,1266,2,mod_url,view,27,1711815764,8
13719,1266,5,mod_bigbluebuttonbn,view,66,1711916895,8
13720,1266,5,mod_bigbluebuttonbn,view,65,1711828694,8
13721,1266,1,mod_assign,submit,16,1711607616,8
13722,1266,2,mod_book,view,19,1711513722,8
13723,1266,10,mod_url,view,141,1711493629,8
13724,1266,13,mod_assign,submit,7,1711420205,8
13725,1266,11,mod_page,view,160,1711581474,8
13726,1331,7,mod_assign,submit,19,1711527458,8
13727,1331,11,mod_quiz,attempt,6,1711650697,8
13728,1331,13,mod_lesson,view,193,1711840239,8
13729,1331,5,mod_bigbluebuttonbn,view,66,1711897892,8
13730,1331,15,mod_folder,view,220,1711509776,8
13731,1331,1,mod_quiz,attempt,1,1711726937,8
13732,1331,3,mod_quiz,attempt,2,1711898833,8
13733,1331,3,mod_folder,view,39,1711786939,8
13734,1331,10,mod_bigbluebuttonbn,view,144,1711499162,8
13735,1331,11,mod_resource,view,165,1711974396,8
13736,1331,12,mod_resource,view,167,1711892896,8
13737,1331,2,mod_book,view,22,1711938641,8
13738,1331,5,mod_bigbluebuttonbn,view,74,1711777020,8
13739,1331,7,mod_folder,view,96,1711970006,8
13740,1331,15,mod_resource,view,211,1711750907,8
13741,1331,15,mod_assign,submit,23,1712004217,8
13742,1331,9,mod_book,view,132,1711836955,8
13743,1331,4,mod_bigbluebuttonbn,view,48,1711825624,8
13744,1331,12,mod_bigbluebuttonbn,view,172,1711485504,8
13745,1346,14,mod_quiz,attempt,15,1711830171,8
13746,1346,6,mod_bigbluebuttonbn,view,82,1711683264,8
13747,1346,6,mod_book,view,83,1711892497,8
13748,1346,10,mod_url,view,140,1711842961,8
13749,1347,1,mod_lesson,view,8,1711545523,8
13750,1347,7,mod_assign,submit,19,1711955741,8
13751,1347,6,mod_assign,submit,11,1711523062,8
13752,1347,7,mod_assign,submit,19,1711891940,8
13753,1347,6,mod_book,view,79,1711744059,8
13754,1347,11,mod_resource,view,164,1711886157,8
13755,1347,14,mod_url,view,201,1711822800,8
13756,1347,2,mod_quiz,attempt,9,1711914388,8
13757,1347,5,mod_assign,submit,18,1711413364,8
13758,1347,7,mod_folder,view,105,1711908272,8
13759,1347,3,mod_assign,submit,17,1711841514,8
13760,1366,3,mod_page,view,40,1711784970,8
13761,1366,5,mod_bigbluebuttonbn,view,69,1711825113,8
13762,1366,3,mod_book,view,36,1711725235,8
13763,1366,10,mod_assign,submit,28,1711981949,8
13764,1366,2,mod_book,view,22,1711661394,8
13765,1366,14,mod_book,view,203,1711514986,8
13766,1366,4,mod_page,view,57,1711934444,8
13767,1366,15,mod_url,view,214,1711927166,8
13768,1366,6,mod_book,view,90,1711777563,8
13769,1366,6,mod_assign,submit,26,1711726714,8
13770,1366,11,mod_page,view,162,1711479670,8
13771,1366,9,mod_resource,view,128,1711729901,8
13772,1366,5,mod_bigbluebuttonbn,view,65,1711921988,8
13773,1366,4,mod_page,view,54,1711684402,8
13774,1366,6,mod_assign,submit,26,1711804750,8
13775,1366,12,mod_assign,submit,29,1711529343,8
13776,1366,8,mod_resource,view,113,1711949509,8
13777,1372,9,mod_page,view,123,1711443352,8
13778,1372,4,mod_page,view,60,1711576803,8
13779,1372,14,mod_resource,view,200,1711796940,8
13780,1372,15,mod_resource,view,223,1711481024,8
13781,1372,4,mod_page,view,57,1711864025,8
13782,1372,1,mod_lesson,view,8,1711895463,8
13783,1372,2,mod_book,view,19,1711844064,8
13784,1372,13,mod_resource,view,184,1711983800,8
13785,1372,10,mod_url,view,141,1711431015,8
13786,1387,1,mod_assign,submit,16,1711741054,8
13787,1387,7,mod_assign,submit,4,1711468737,8
13788,1387,13,mod_resource,view,184,1711915629,8
13789,1387,8,mod_folder,view,107,1711742709,8
13790,1387,12,mod_resource,view,166,1711669735,8
13791,1387,14,mod_url,view,201,1711981603,8
13792,1387,8,mod_folder,view,107,1711450145,8
13793,1387,13,mod_resource,view,184,1711667726,8
13794,1400,8,mod_assign,submit,12,1711724369,8
13795,1400,6,mod_lesson,view,78,1711411799,8
13796,1400,1,mod_assign,submit,1,1711614523,8
13797,1400,7,mod_assign,submit,4,1711911131,8
13798,1400,4,mod_quiz,attempt,10,1711699285,8
13799,1400,10,mod_lesson,view,136,1711855834,8
13800,1400,10,mod_url,view,140,1711419337,8
13801,1400,11,mod_resource,view,164,1711501758,8
13802,1400,12,mod_url,view,179,1711997258,8
13803,1400,6,mod_book,view,89,1711427022,8
13804,1400,4,mod_book,view,50,1711718387,8
13805,1400,12,mod_folder,view,175,1711462006,8
13806,1400,10,mod_assign,submit,13,1711567366,8
13807,1400,11,mod_resource,view,164,1711692163,8
13808,1400,9,mod_resource,view,128,1711771703,8
13809,1400,11,mod_resource,view,155,1711910657,8
13810,1400,3,mod_book,view,44,1711754851,8
13811,1400,12,mod_folder,view,169,1711503972,8
13812,1413,6,mod_resource,view,86,1711387498,8
13813,1413,15,mod_assign,submit,23,1711740485,8
13814,1413,12,mod_resource,view,177,1711885761,8
13815,1413,2,mod_book,view,26,1711788444,8
13816,1413,5,mod_folder,view,73,1711929365,8
13817,1413,9,mod_assign,submit,5,1711735484,8
13818,1413,2,mod_page,view,16,1711577514,8
13819,1413,4,mod_page,view,57,1711902187,8
13820,1413,7,mod_page,view,101,1711701873,8
13821,1413,7,mod_folder,view,105,1711901194,8
13822,1413,15,mod_resource,view,211,1711694343,8
13823,1413,13,mod_resource,view,184,1711538005,8
13824,1413,11,mod_quiz,attempt,6,1711353772,8
13825,1413,11,mod_assign,submit,21,1711879642,8
13826,1413,13,mod_url,view,185,1711781183,8
13827,1413,6,mod_assign,submit,26,1711840949,8
13828,1430,5,mod_book,view,62,1711619630,8
13829,1430,12,mod_folder,view,175,1711928396,8
13830,1430,6,mod_quiz,attempt,11,1711930865,8
13831,1430,7,mod_quiz,attempt,4,1711464129,8
13832,1430,6,mod_resource,view,87,1711890319,8
13833,1430,7,mod_quiz,attempt,4,1711628770,8
13834,1430,8,mod_book,view,106,1711540765,8
13835,1430,2,mod_page,view,16,1711608133,8
13836,1430,5,mod_page,view,71,1711453481,8
13837,1430,9,mod_book,view,129,1711985841,8
13838,1430,5,mod_folder,view,73,1711841011,8
13839,1430,12,mod_assign,submit,14,1711493407,8
13840,1439,8,mod_resource,view,113,1711947979,8
13841,1439,4,mod_lesson,view,53,1711886987,8
13842,1439,8,mod_resource,view,115,1711453445,8
13843,1439,6,mod_assign,submit,11,1711423178,8
13844,1439,7,mod_url,view,104,1711869113,8
13845,1439,8,mod_bigbluebuttonbn,view,110,1711558868,8
13846,1439,14,mod_page,view,207,1711938018,8
13847,1440,1,mod_book,view,7,1711677988,8
13848,1440,12,mod_bigbluebuttonbn,view,172,1711779207,8
13849,1440,8,mod_bigbluebuttonbn,view,110,1711689429,8
13850,1451,3,mod_book,view,44,1711475052,8
13851,1451,9,mod_assign,submit,20,1711611198,8
13852,1451,8,mod_resource,view,115,1711441277,8
13853,1451,6,mod_book,view,89,1711582678,8
13854,1453,1,mod_lesson,view,11,1711470405,8
13855,1453,2,mod_url,view,30,1711731004,8
13856,1453,6,mod_resource,view,86,1711760773,8
13857,1453,6,mod_resource,view,86,1711732718,8
13858,1453,8,mod_lesson,view,108,1711519659,8
13859,1453,11,mod_resource,view,156,1711760469,8
13860,1453,5,mod_quiz,attempt,3,1711741529,8
13861,1453,9,mod_lesson,view,131,1711826238,8
13862,1454,12,mod_assign,submit,14,1711750688,8
13863,1454,6,mod_bigbluebuttonbn,view,82,1711444809,8
13864,1454,7,mod_quiz,attempt,4,1711671055,8
13865,1454,8,mod_lesson,view,114,1711420131,8
13866,1454,9,mod_resource,view,128,1712002378,8
13867,1454,12,mod_resource,view,177,1711520862,8
13868,1454,5,mod_page,view,71,1711423383,8
13869,1469,8,mod_resource,view,115,1711480992,8
13870,1469,6,mod_assign,submit,11,1711550662,8
13871,1489,10,mod_url,view,141,1711872814,8
13872,1489,5,mod_page,view,71,1711958973,8
13873,1489,2,mod_book,view,19,1711457133,8
13874,1489,13,mod_book,view,191,1711639714,8
13875,1489,6,mod_book,view,77,1711849667,8
13876,1489,2,mod_book,view,22,1711692618,8
13877,1495,7,mod_quiz,attempt,4,1711888483,8
13878,1495,8,mod_lesson,view,114,1711536416,8
13879,1495,2,mod_url,view,27,1711908789,8
13880,1495,8,mod_folder,view,120,1711676655,8
13881,1495,12,mod_resource,view,177,1711950257,8
13882,1495,15,mod_quiz,attempt,8,1711708071,8
13883,1495,13,mod_url,view,187,1711741640,8
13884,1495,9,mod_page,view,123,1711766883,8
13885,1495,12,mod_resource,view,166,1711660508,8
13886,1495,5,mod_book,view,62,1711777474,8
13887,1495,3,mod_url,view,37,1711639518,8
13888,1495,13,mod_lesson,view,195,1711530428,8
13889,1495,12,mod_assign,submit,14,1711572279,8
13890,1495,4,mod_book,view,50,1711951488,8
13891,1500,2,mod_book,view,22,1711759895,8
13892,1500,12,mod_url,view,179,1711977504,8
13893,1543,2,mod_book,view,22,1711542234,8
13894,1543,2,mod_book,view,26,1711584275,8
13895,1543,15,mod_assign,submit,23,1711685683,8
13896,1543,4,mod_resource,view,56,1711470998,8
13897,1543,5,mod_bigbluebuttonbn,view,65,1711368930,8
13898,1543,6,mod_assign,submit,26,1711878340,8
13899,1543,7,mod_resource,view,92,1711782291,8
13900,1543,5,mod_folder,view,73,1711637661,8
13901,1543,2,mod_assign,submit,24,1712003597,8
13902,1562,15,mod_assign,submit,23,1711813324,8
13903,1562,8,mod_folder,view,120,1711402512,8
13904,1562,7,mod_resource,view,92,1711800896,8
13905,1578,7,mod_folder,view,96,1711673278,8
13906,1578,12,mod_bigbluebuttonbn,view,172,1711558598,8
13907,1578,5,mod_url,view,70,1711519838,8
13908,1578,7,mod_folder,view,105,1711586664,8
13909,1578,2,mod_url,view,21,1711751156,8
13910,1578,15,mod_resource,view,211,1711941187,8
13911,1578,2,mod_book,view,19,1711830091,8
13912,1578,14,mod_book,view,203,1711512761,8
13913,1578,8,mod_folder,view,120,1711832740,8
13914,1578,15,mod_assign,submit,8,1711853922,8
13915,1578,2,mod_assign,submit,24,1711916894,8
13916,1578,14,mod_url,view,201,1712001943,8
13917,1600,4,mod_assign,submit,10,1711875027,8
13918,1600,14,mod_lesson,view,204,1711879179,8
13919,1600,6,mod_assign,submit,26,1711915284,8
13920,1600,9,mod_lesson,view,121,1711652473,8
13921,1600,2,mod_assign,submit,24,1711773607,8
13922,1600,10,mod_assign,submit,28,1711697536,8
13923,1600,10,mod_assign,submit,28,1711775619,8
13924,1600,5,mod_assign,submit,18,1711857525,8
13925,1600,2,mod_lesson,view,17,1711469755,8
13926,1600,10,mod_bigbluebuttonbn,view,150,1711390187,8
13927,1600,6,mod_quiz,attempt,11,1711648860,8
13928,1600,15,mod_resource,view,223,1711871025,8
13929,1600,4,mod_book,view,50,1711713207,8
13930,1607,10,mod_assign,submit,13,1711752051,8
13931,1607,10,mod_bigbluebuttonbn,view,150,1711512244,8
13932,1607,10,mod_url,view,146,1711375135,8
13933,1607,8,mod_book,view,106,1711623560,8
13934,1607,10,mod_folder,view,138,1711684821,8
13935,1607,7,mod_bigbluebuttonbn,view,97,1711470679,8
13936,1607,3,mod_url,view,38,1711977081,8
13937,1607,12,mod_quiz,attempt,14,1711444050,8
13938,1607,7,mod_bigbluebuttonbn,view,98,1711444231,8
13939,1607,8,mod_folder,view,107,1711771018,8
13940,1607,5,mod_assign,submit,3,1711867269,8
13941,1626,1,mod_lesson,view,11,1711661909,8
13942,1626,7,mod_quiz,attempt,4,1711625747,8
13943,1626,5,mod_bigbluebuttonbn,view,65,1711875854,8
13944,1626,7,mod_assign,submit,19,1711446251,8
13945,1626,11,mod_bigbluebuttonbn,view,158,1711507089,8
13946,1626,4,mod_page,view,57,1711582810,8
13947,1626,15,mod_resource,view,223,1711618154,8
13948,1626,8,mod_resource,view,115,1711811929,8
13949,1626,4,mod_page,view,57,1711882484,8
13950,1632,11,mod_resource,view,157,1711968595,8
13951,1632,10,mod_resource,view,139,1711669634,8
13952,1632,8,mod_lesson,view,114,1711711085,8
13953,1632,3,mod_folder,view,39,1711942539,8
13954,1632,9,mod_book,view,129,1711593486,8
13955,1632,7,mod_bigbluebuttonbn,view,97,1711829611,8
13956,1641,1,mod_url,view,14,1711663978,8
13957,1641,2,mod_bigbluebuttonbn,view,29,1711576929,8
13958,1641,15,mod_assign,submit,8,1711908405,8
13959,1641,8,mod_lesson,view,108,1711618850,8
13960,1648,9,mod_quiz,attempt,5,1711898878,8
13961,1648,8,mod_quiz,attempt,12,1711778393,8
13962,1648,6,mod_resource,view,84,1711497447,8
13963,1648,2,mod_url,view,30,1711943975,8
13964,1648,5,mod_assign,submit,3,1711612843,8
13965,1648,6,mod_page,view,81,1711854282,8
13966,1648,6,mod_assign,submit,26,1711855350,8
13967,1648,8,mod_lesson,view,114,1711707693,8
13968,1648,13,mod_quiz,attempt,7,1711923805,8
13969,1651,2,mod_lesson,view,17,1711493608,8
13970,1651,10,mod_lesson,view,136,1711938603,8
13971,1651,14,mod_book,view,203,1711450035,8
13972,1651,7,mod_resource,view,102,1711500667,8
13973,1651,3,mod_quiz,attempt,2,1711850915,8
13974,1651,12,mod_book,view,180,1711546264,8
13975,1651,8,mod_assign,submit,27,1711521158,8
13976,1651,2,mod_resource,view,20,1711447738,8
13977,1651,9,mod_book,view,127,1711571998,8
13978,1673,5,mod_bigbluebuttonbn,view,65,1711938894,8
13979,1673,7,mod_resource,view,102,1711809590,8
13980,1673,8,mod_book,view,106,1711979916,8
13981,1673,3,mod_url,view,37,1711528778,8
13982,1673,10,mod_resource,view,139,1711525750,8
13983,1673,10,mod_resource,view,139,1711872534,8
13984,1673,7,mod_folder,view,105,1711603888,8
13985,1673,12,mod_bigbluebuttonbn,view,171,1711801971,8
13986,1675,15,mod_book,view,221,1711842416,8
13987,1675,12,mod_url,view,168,1711948900,8
13988,1675,5,mod_quiz,attempt,3,1711355111,8
13989,1675,10,mod_page,view,137,1711708428,8
13990,1675,6,mod_book,view,79,1711713227,8
13991,1675,8,mod_assign,submit,27,1711729849,8
13992,1675,8,mod_assign,submit,27,1711955087,8
13993,1675,2,mod_book,view,22,1711905674,8
13994,1675,1,mod_resource,view,10,1711985807,8
13995,1675,3,mod_assign,submit,17,1711496535,8
13996,1675,8,mod_lesson,view,114,1711938168,8
13997,1675,10,mod_url,view,146,1711636459,8
13998,1675,8,mod_lesson,view,108,1711666549,8
13999,1675,7,mod_quiz,attempt,4,1711654048,8
14000,1699,14,mod_lesson,view,204,1711757835,8
14001,1699,12,mod_url,view,170,1711797025,8
14002,1699,11,mod_url,view,154,1711644375,8
14003,1699,10,mod_page,view,137,1711621429,8
14004,1699,12,mod_resource,view,173,1711585060,8
14005,1699,4,mod_book,view,50,1711934050,8
14006,1700,1,mod_assign,submit,1,1711440913,8
14007,1700,11,mod_assign,submit,21,1711851133,8
14008,1700,14,mod_assign,submit,15,1711976050,8
14009,1700,7,mod_url,view,99,1711923716,8
14010,1700,2,mod_lesson,view,17,1711508545,8
14011,1715,13,mod_quiz,attempt,7,1711760053,8
14012,1715,6,mod_book,view,77,1711573984,8
14013,1715,3,mod_assign,submit,2,1711481040,8
14014,1715,12,mod_folder,view,169,1711923583,8
14015,1715,1,mod_quiz,attempt,1,1711853147,8
14016,1715,4,mod_lesson,view,55,1711756697,8
14017,1715,12,mod_assign,submit,14,1711950888,8
14018,1715,4,mod_lesson,view,55,1711563545,8
14019,1715,13,mod_book,view,191,1711883126,8
14020,1715,1,mod_assign,submit,1,1711552867,8
14021,1715,6,mod_resource,view,87,1711405343,8
14022,1715,5,mod_assign,submit,18,1711556598,8
14023,1715,14,mod_resource,view,200,1711771636,8
14024,1715,15,mod_quiz,attempt,8,1711802113,8
14025,1715,15,mod_folder,view,220,1711728044,8
14026,1715,8,mod_lesson,view,114,1711506689,8
14027,1715,9,mod_assign,submit,20,1711433666,8
14028,1715,7,mod_resource,view,92,1711629734,8
14029,1715,1,mod_assign,submit,1,1711922890,8
